WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,
1,1990,Real Burgos,AD Ceuta,3-1,Miguel González Bastón,Alejandro Rodríguez López,Fernando Tocornal Linares,José Luis Ribera Uranga,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Ivica Barbarić,Joseba Aguirre López,Pedrag Jurić,Gavril Pele Balint,Manuel Jesús González Peña,Enrique Ayúcar Alberdi,Eduardo Vélez Díez,,,
0,1990,Castellón,Real Burgos,0-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Francisco Javier Mulero Villena,José Luis Ribera Uranga,Gonzalo Arguiñano Elezkano,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Ivica Barbarić,Gavril Pele Balint,Pedrag Jurić,Eduardo Vélez Díez,Pedro Luis Tamayo Tornadijo,Manuel Jesús González Peña,Miguel González Bastón,Francisco José Abascal Alonso,Joseba Aguirre López
0,1990,Real Burgos,Valencia,0-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Gonzalo Arguiñano Elezkano,Francisco Javier Mulero Villena,José Luis Ribera Uranga,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Ivica Barbarić,Pedrag Jurić,Manuel Jesús González Peña,Eduardo Vélez Díez,Joseba Aguirre López,Gavril Pele Balint,Miguel González Bastón,José Manuel Rodríguez Portela,Pedro Luis Tamayo Tornadijo
0,1990,Murcia,Real Burgos,3-2,Miguel González Bastón,Alejandro Rodríguez López,Francisco Javier Mulero Villena,Fernando Tocornal Linares,José Luis Ribera Uranga,José Luis Fernández Prieto,Joseba Aguirre López,Ivica Barbarić,Enrique Ayúcar Alberdi,Manuel Jesús González Peña,Pedrag Jurić,Pedro Luis Tamayo Tornadijo,Eduardo Vélez Díez,,,
1,1990,Sevilla,Real Burgos,1-2,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Gonzalo Arguiñano Elezkano,José Luis Ribera Uranga,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Ivica Barbarić,Pedrag Jurić,Manuel Jesús González Peña,Eduardo Vélez Díez,Joseba Aguirre López,José Luis Sarabia Moreno,Miguel González Bastón,Pedro Luis Tamayo Tornadijo,Josep Villarroya Pérez
0,1990,Real Burgos,Betis,1-2,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Francisco Javier Mulero Villena,Gonzalo Arguiñano Elezkano,José Luis Ribera Uranga,José Luis Fernández Prieto,Ivica Barbarić,Enrique Ayúcar Alberdi,Gavril Pele Balint,Pedrag Jurić,Eduardo Vélez Díez,Manuel Jesús González Peña,Joseba Aguirre López,Miguel González Bastón,Pedro Luis Tamayo Tornadijo,José Luis Sarabia Moreno
0,1990,Real Burgos,Murcia,0-2,Agustín de Carlos Elduayen,Alejandro Rodríguez López,José Luis Ribera Uranga,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Ivica Barbarić,Enrique Ayúcar Alberdi,Pedrag Jurić,Gavril Pele Balint,Manuel Jesús González Peña,Eduardo Vélez Díez,Pedro Luis Tamayo Tornadijo,Joseba Aguirre López,Miguel González Bastón,Gonzalo Arguiñano Elezkano,José Luis Sarabia Moreno
0,1990,Mallorca,Real Burgos,0-0,Agustín de Carlos Elduayen,Francisco Javier Mulero Villena,Fernando Tocornal Linares,Gonzalo Arguiñano Elezkano,Pedro Luis Tamayo Tornadijo,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Ivica Barbarić,Pedrag Jurić,Gavril Pele Balint,Eduardo Vélez Díez,Joseba Aguirre López,Manuel Jesús González Peña,Miguel González Bastón,Alejandro Rodríguez López,José Manuel Rodríguez Portela
0,1990,Real Burgos,Valladolid,0-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Fernando Tocornal Linares,Pedro Luis Tamayo Tornadijo,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Ivica Barbarić,Pedrag Jurić,Manuel Jesús González Peña,Eduardo Vélez Díez,Gavril Pele Balint,Joseba Aguirre López,Miguel González Bastón,Gonzalo Arguiñano Elezkano,Josep Villarroya Pérez
0,1990,Real Burgos,Zaragoza,0-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Fernando Tocornal Linares,José Luis Ribera Uranga,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Joseba Aguirre López,Gavril Pele Balint,Pedrag Jurić,Eduardo Vélez Díez,José Manuel Freire Chapela,Manuel Jesús González Peña,Miguel González Bastón,Francisco José Abascal Alonso,Pedro Luis Tamayo Tornadijo
0,1990,Tenerife,Real Burgos,1-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Fernando Tocornal Linares,José Luis Ribera Uranga,Francisco Javier Mulero Villena,José Manuel Freire Chapela,Enrique Ayúcar Alberdi,Ivica Barbarić,Joseba Aguirre López,Gavril Pele Balint,Eduardo Vélez Díez,Josep Villarroya Pérez,Manuel Jesús González Peña,Antonio García Pérez,Gonzalo Arguiñano Elezkano,Pedro Luis Tamayo Tornadijo
0,1990,Cádiz,Real Burgos,0-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,José Luis Ribera Uranga,Francisco Javier Mulero Villena,Gonzalo Arguiñano Elezkano,José Manuel Freire Chapela,Joseba Aguirre López,Enrique Ayúcar Alberdi,Gavril Pele Balint,Pedrag Jurić,Eduardo Vélez Díez,Francisco José Abascal Alonso,Manuel Jesús González Peña,Antonio García Pérez,José Manuel Rodríguez Portela,Josep Villarroya Pérez
1,1990,Real Burgos,Athletic Club,2-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Fernando Tocornal Linares,José Luis Ribera Uranga,Francisco Javier Mulero Villena,Joseba Aguirre López,Ivica Barbarić,Enrique Ayúcar Alberdi,José Manuel Freire Chapela,Gavril Pele Balint,Pedrag Jurić,Eduardo Vélez Díez,Manuel Jesús González Peña,Antonio García Pérez,Gonzalo Arguiñano Elezkano,José Luis Fernández Prieto
0,1990,Real Sociedad,Real Burgos,3-1,Agustín de Carlos Elduayen,Gonzalo Arguiñano Elezkano,Francisco Javier Mulero Villena,Fernando Tocornal Linares,José Luis Ribera Uranga,Enrique Ayúcar Alberdi,Ivica Barbarić,Joseba Aguirre López,José Manuel Freire Chapela,Gavril Pele Balint,Pedrag Jurić,Alejandro Rodríguez López,José Luis Fernández Prieto,Miguel González Bastón,Josep Villarroya Pérez,Manuel Jesús González Peña
0,1990,Real Burgos,Osasuna,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Fernando Tocornal Linares,José Luis Ribera Uranga,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Pedrag Jurić,Gavril Pele Balint,Eduardo Vélez Díez,Miguel González Bastón,José Manuel Rodríguez Portela,Gonzalo Arguiñano Elezkano,Josep Villarroya Pérez
0,1990,Logroñés,Real Burgos,0-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,José Manuel Rodríguez Portela,José Luis Ribera Uranga,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Pedrag Jurić,Gavril Pele Balint,Eduardo Vélez Díez,José Luis Sarabia Moreno,Antonio García Pérez,Francisco José Abascal Alonso,Gonzalo Arguiñano Elezkano
0,1990,Real Burgos,Sporting de Gijón,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Fernando Tocornal Linares,José Luis Ribera Uranga,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Pedrag Jurić,Gavril Pele Balint,José Manuel Rodríguez Portela,Eduardo Vélez Díez,Antonio García Pérez,José Manuel Freire Chapela,Manuel Jesús González Peña
0,1990,Oviedo,Real Burgos,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,José Manuel Rodríguez Portela,José Luis Ribera Uranga,Pedro Luis Tamayo Tornadijo,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Pedrag Jurić,Manuel Jesús González Peña,Eduardo Vélez Díez,Gavril Pele Balint,Miguel González Bastón,Gonzalo Arguiñano Elezkano,José Manuel Freire Chapela
0,1990,Real Burgos,Atlético de Madrid,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Pedro Luis Tamayo Tornadijo,José Luis Ribera Uranga,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Ivica Barbarić,Joseba Aguirre López,Pedrag Jurić,Gavril Pele Balint,Eduardo Vélez Díez,Manuel Jesús González Peña,Miguel González Bastón,Gonzalo Arguiñano Elezkano,José Manuel Rodríguez Portela
1,1990,Real Madrid,Real Burgos,0-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Gonzalo Arguiñano Elezkano,Pedro Luis Tamayo Tornadijo,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Eduardo Vélez Díez,Gavril Pele Balint,Pedrag Jurić,Josep Villarroya Pérez,Miguel González Bastón,José Manuel Rodríguez Portela,Manuel Jesús González Peña
0,1990,Real Burgos,Barcelona,1-3,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Gonzalo Arguiñano Elezkano,Pedro Luis Tamayo Tornadijo,José Luis Ribera Uranga,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Ivica Barbarić,Joseba Aguirre López,Gavril Pele Balint,Pedrag Jurić,Miguel González Bastón,Eduardo Vélez Díez,Josep Villarroya Pérez,Manuel Jesús González Peña,Francisco Javier Mulero Villena
0,1990,Español,Real Burgos,1-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Pedro Luis Tamayo Tornadijo,Francisco Javier Mulero Villena,José Luis Ribera Uranga,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Eduardo Vélez Díez,Gavril Pele Balint,José Luis Sarabia Moreno,Pedrag Jurić,Miguel González Bastón,Gonzalo Arguiñano Elezkano,Josep Villarroya Pérez
1,1990,Real Burgos,Castellón,4-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Pedro Luis Tamayo Tornadijo,José Luis Ribera Uranga,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Pedrag Jurić,Gavril Pele Balint,Josep Villarroya Pérez,Eduardo Vélez Díez,Miguel González Bastón,Gonzalo Arguiñano Elezkano,Manuel Jesús González Peña
1,1990,Valencia,Real Burgos,0-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Pedro Luis Tamayo Tornadijo,Gonzalo Arguiñano Elezkano,José Luis Ribera Uranga,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Gavril Pele Balint,Pedrag Jurić,Eduardo Vélez Díez,Miguel González Bastón,José Manuel Freire Chapela,Josep Villarroya Pérez
0,1990,Real Burgos,Sevilla,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Gonzalo Arguiñano Elezkano,Pedro Luis Tamayo Tornadijo,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Gavril Pele Balint,Pedrag Jurić,Eduardo Vélez Díez,Miguel González Bastón,José Manuel Rodríguez Portela,José Manuel Freire Chapela,Manuel Jesús González Peña
0,1990,Betis,Real Burgos,0-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Francisco Javier Mulero Villena,Gonzalo Arguiñano Elezkano,Pedro Luis Tamayo Tornadijo,José Luis Ribera Uranga,José Luis Fernández Prieto,Joseba Aguirre López,Enrique Ayúcar Alberdi,Gavril Pele Balint,Eduardo Vélez Díez,Pedrag Jurić,José Manuel Freire Chapela,Miguel González Bastón,Luis Pérez Hurtado,Josep Villarroya Pérez
0,1990,Real Burgos,Mallorca,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Pedro Luis Tamayo Tornadijo,José Luis Ribera Uranga,Francisco Javier Mulero Villena,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Pedrag Jurić,Gavril Pele Balint,Gonzalo Arguiñano Elezkano,Eduardo Vélez Díez,Antonio García Pérez,Fernando Tocornal Linares,José Manuel Freire Chapela
0,1990,Valladolid,Real Burgos,1-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Pedro Luis Tamayo Tornadijo,Fernando Tocornal Linares,Francisco Javier Mulero Villena,José Luis Ribera Uranga,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Gavril Pele Balint,Eduardo Vélez Díez,José Luis Fernández Prieto,Gonzalo Arguiñano Elezkano,Miguel González Bastón,Pedrag Jurić,José Manuel Freire Chapela
0,1990,Zaragoza,Real Burgos,0-0,Agustín de Carlos Elduayen,Francisco Javier Mulero Villena,Gonzalo Arguiñano Elezkano,Pedro Luis Tamayo Tornadijo,José Luis Ribera Uranga,José Luis Fernández Prieto,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Pedrag Jurić,Eduardo Vélez Díez,Alejandro Rodríguez López,Gavril Pele Balint,Miguel González Bastón,José Manuel Freire Chapela,Josep Villarroya Pérez
1,1990,Real Burgos,Tenerife,2-0,Miguel González Bastón,Gonzalo Arguiñano Elezkano,Pedro Luis Tamayo Tornadijo,Francisco Javier Mulero Villena,José Luis Ribera Uranga,José Luis Fernández Prieto,José Manuel Freire Chapela,Enrique Ayúcar Alberdi,Pedrag Jurić,Gavril Pele Balint,Eduardo Vélez Díez,Alejandro Rodríguez López,Agustín de Carlos Elduayen,Luis Pérez Hurtado,Josep Villarroya Pérez,José Luis Sarabia Moreno
0,1991,Atlético de Madrid,Real Burgos,2-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Javier Bengoetxea Iparraguirre,Enrique Ayúcar Alberdi,Ivica Barbarić,Joseba Aguirre López,José Manuel Freire Chapela,Gavril Pele Balint,Eduardo Vélez Díez,Zsolt Limperger,Miguel González Bastón,José Crespí Fernández,Narciso Manuel Rodríguez de Armas,José Emilio Blanco Cabezón
1,1991,Real Burgos,Osasuna,4-0,Agustín de Carlos Elduayen,Lorenzo Juarros García,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Javier Bengoetxea Iparraguirre,Joseba Aguirre López,Ivica Barbarić,Zsolt Limperger,José Emilio Blanco Cabezón,Gavril Pele Balint,Eduardo Vélez Díez,Alejandro Rodríguez López,Julen del Val Zenarruzabieta,José Manuel Freire Chapela,Miguel González Bastón,Narciso Manuel Rodríguez de Armas
0,1991,Talavera,Real Burgos,0-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Ángel Barrientos Pastrana,Javier Bengoetxea Iparraguirre,Enrique Ayúcar Alberdi,Ivica Barbarić,José Emilio Blanco Cabezón,José Crespí Fernández,Julen del Val Zenarruzabieta,Pedrag Jurić,Narciso Manuel Rodríguez de Armas,Joseba Aguirre López,Lorenzo Juarros García,,,
0,1991,Valencia,Real Burgos,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Ivica Barbarić,Zsolt Limperger,Gavril Pele Balint,Eduardo Vélez Díez,Joseba Aguirre López,Julen del Val Zenarruzabieta,Ángel Ándres Lozano Zorita,Narciso Manuel Rodríguez de Armas,José Emilio Blanco Cabezón
1,1991,Real Burgos,Talavera,4-0,Ángel Ándres Lozano Zorita,Lorenzo Juarros García,Fernando Tocornal Linares,Ángel Barrientos Pastrana,Javier Bengoetxea Iparraguirre,Enrique Ayúcar Alberdi,Joseba Aguirre López,José Emilio Blanco Cabezón,Zsolt Limperger,Gavril Pele Balint,Eduardo Vélez Díez,Narciso Manuel Rodríguez de Armas,José Crespí Fernández,,,
1,1991,Real Burgos,Tenerife,3-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Zsolt Limperger,Narciso Manuel Rodríguez de Armas,Julen del Val Zenarruzabieta,Pedrag Jurić,Ángel Ándres Lozano Zorita,José Emilio Blanco Cabezón,José Crespí Fernández
1,1991,Cádiz,Real Burgos,0-2,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Manuel Enrique Jiménez Abalo,Fernando Tocornal Linares,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Zsolt Limperger,Narciso Manuel Rodríguez de Armas,Pedrag Jurić,Eduardo Vélez Díez,Ángel Ándres Lozano Zorita,Julen del Val Zenarruzabieta,José Emilio Blanco Cabezón
1,1991,CD Estepona,Real Burgos,0-1,Ángel Ándres Lozano Zorita,Lorenzo Juarros García,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Zsolt Limperger,Joseba Aguirre López,José Emilio Blanco Cabezón,Julen del Val Zenarruzabieta,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Alejandro Rodríguez López,,,,
1,1991,Real Burgos,CD Estepona,3-0,Ángel Ándres Lozano Zorita,Lorenzo Juarros García,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,Javier Bengoetxea Iparraguirre,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Emilio Blanco Cabezón,Zsolt Limperger,Gavril Pele Balint,Alejandro Rodríguez López,Narciso Manuel Rodríguez de Armas,,,
1,1991,Real Burgos,Valladolid,1-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Emilio Blanco Cabezón,Zsolt Limperger,Gavril Pele Balint,Javier Bengoetxea Iparraguirre,Eduardo Vélez Díez,Ángel Ándres Lozano Zorita,Julen del Val Zenarruzabieta,Narciso Manuel Rodríguez de Armas
0,1991,Athletic Club,Real Burgos,0-0,Agustín de Carlos Elduayen,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,José Emilio Blanco Cabezón,Enrique Ayúcar Alberdi,Ivica Barbarić,Joseba Aguirre López,Zsolt Limperger,Gavril Pele Balint,Julen del Val Zenarruzabieta,Eduardo Vélez Díez,Ángel Ándres Lozano Zorita,Narciso Manuel Rodríguez de Armas,Alejandro Rodríguez López
1,1991,Real Burgos,Sevilla,1-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Emilio Blanco Cabezón,Zsolt Limperger,Gavril Pele Balint,Narciso Manuel Rodríguez de Armas,Julen del Val Zenarruzabieta,Javier Bengoetxea Iparraguirre,Ángel Ándres Lozano Zorita,Eduardo Vélez Díez
0,1991,Sporting de Gijón,Real Burgos,0-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Ivica Barbarić,Zsolt Limperger,Joseba Aguirre López,José Emilio Blanco Cabezón,Narciso Manuel Rodríguez de Armas,Javier Bengoetxea Iparraguirre,Eduardo Vélez Díez,Ángel Ándres Lozano Zorita,Julen del Val Zenarruzabieta,Pedrag Jurić
0,1991,Real Burgos,Real Madrid,0-2,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Manuel Enrique Jiménez Abalo,Fernando Tocornal Linares,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Emilio Blanco Cabezón,Zsolt Limperger,Eduardo Vélez Díez,Pedrag Jurić,Narciso Manuel Rodríguez de Armas,,,
0,1991,Compostela,Real Burgos,1-0,Agustín de Carlos Elduayen,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Fernando Tocornal Linares,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,José Crespí Fernández,Enrique Ayúcar Alberdi,Julen del Val Zenarruzabieta,Zsolt Limperger,Eduardo Vélez Díez,Narciso Manuel Rodríguez de Armas,Joseba Aguirre López,,,
1,1991,Logroñés,Real Burgos,1-2,Agustín de Carlos Elduayen,Lorenzo Juarros García,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Javier Bengoetxea Iparraguirre,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Emilio Blanco Cabezón,Zsolt Limperger,Eduardo Vélez Díez,Pedrag Jurić,Alejandro Rodríguez López,Miguel González Bastón,Julen del Val Zenarruzabieta,Narciso Manuel Rodríguez de Armas
0,1991,Real Burgos,Deportivo de La Coruña,0-0,Agustín de Carlos Elduayen,Lorenzo Juarros García,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Javier Bengoetxea Iparraguirre,Joseba Aguirre López,Ivica Barbarić,José Emilio Blanco Cabezón,Zsolt Limperger,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Alejandro Rodríguez López,Gavril Pele Balint,Miguel González Bastón,José Crespí Fernández,Julen del Val Zenarruzabieta
1,1991,Real Burgos,Compostela,2-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Joseba Aguirre López,Ivica Barbarić,Zsolt Limperger,Gavril Pele Balint,Eduardo Vélez Díez,José Crespí Fernández,Narciso Manuel Rodríguez de Armas,,,
0,1991,Albacete,Real Burgos,1-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,José Emilio Blanco Cabezón,Joseba Aguirre López,Ivica Barbarić,Zsolt Limperger,Eduardo Vélez Díez,Gavril Pele Balint,Narciso Manuel Rodríguez de Armas,,,
0,1991,Real Burgos,Barcelona,2-2,Agustín de Carlos Elduayen,Lorenzo Juarros García,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Pedro Luis Tamayo Tornadijo,Enrique Ayúcar Alberdi,Ivica Barbarić,José Emilio Blanco Cabezón,Zsolt Limperger,Gavril Pele Balint,Eduardo Vélez Díez,Joseba Aguirre López,Narciso Manuel Rodríguez de Armas,Miguel González Bastón,Javier Bengoetxea Iparraguirre,Alejandro Rodríguez López
0,1991,Real Burgos,Mallorca,0-0,Agustín de Carlos Elduayen,Lorenzo Juarros García,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,Javier Bengoetxea Iparraguirre,Enrique Ayúcar Alberdi,Joseba Aguirre López,José Emilio Blanco Cabezón,Zsolt Limperger,Gavril Pele Balint,Eduardo Vélez Díez,Alejandro Rodríguez López,Narciso Manuel Rodríguez de Armas,Miguel González Bastón,Julen del Val Zenarruzabieta,José Crespí Fernández
0,1991,Español,Real Burgos,0-0,Agustín de Carlos Elduayen,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Javier Bengoetxea Iparraguirre,Joseba Aguirre López,José Emilio Blanco Cabezón,Ivica Barbarić,Enrique Ayúcar Alberdi,Zsolt Limperger,Gavril Pele Balint,Eduardo Vélez Díez,Alejandro Rodríguez López,Lorenzo Juarros García,Ángel Ándres Lozano Zorita,Pedro Luis Tamayo Tornadijo,Narciso Manuel Rodríguez de Armas
0,1991,Real Madrid,Real Burgos,4-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Javier Bengoetxea Iparraguirre,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,José Emilio Blanco Cabezón,Enrique Ayúcar Alberdi,Ivica Barbarić,Zsolt Limperger,Gavril Pele Balint,Eduardo Vélez Díez,Joseba Aguirre López,Lorenzo Juarros García,Ángel Ándres Lozano Zorita,Julen del Val Zenarruzabieta,José Manuel Freire Chapela
0,1991,Real Burgos,Real Sociedad,0-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Julen del Val Zenarruzabieta,Zsolt Limperger,Pedrag Jurić,Eduardo Vélez Díez,Narciso Manuel Rodríguez de Armas,Ángel Ándres Lozano Zorita,Pedro Luis Tamayo Tornadijo,José Manuel Freire Chapela
0,1991,Zaragoza,Real Burgos,1-0,Agustín de Carlos Elduayen,Lorenzo Juarros García,Manuel Enrique Jiménez Abalo,Fernando Tocornal Linares,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Enrique Ayúcar Alberdi,Joseba Aguirre López,Zsolt Limperger,Julen del Val Zenarruzabieta,Eduardo Vélez Díez,Alejandro Rodríguez López,Gavril Pele Balint,Ángel Ándres Lozano Zorita,Pedro Luis Tamayo Tornadijo,José Crespí Fernández
1,1991,Real Burgos,Real Madrid,2-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Pedro Luis Tamayo Tornadijo,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,José Manuel Freire Chapela,Zsolt Limperger,Pedrag Jurić,Gavril Pele Balint,José Crespí Fernández,Lorenzo Juarros García,Ángel Ándres Lozano Zorita,Javier Bengoetxea Iparraguirre,Narciso Manuel Rodríguez de Armas
1,1991,Real Burgos,Oviedo,1-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Fernando Tocornal Linares,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,José Manuel Freire Chapela,Gavril Pele Balint,Eduardo Vélez Díez,José Crespí Fernández,Narciso Manuel Rodríguez de Armas,Javier Bengoetxea Iparraguirre,Ángel Barrientos Pastrana,Ángel Ándres Lozano Zorita
0,1991,Real Burgos,Atlético de Madrid,1-1,Agustín de Carlos Elduayen,Lorenzo Juarros García,Manuel Enrique Jiménez Abalo,Fernando Tocornal Linares,Pedro Luis Tamayo Tornadijo,Enrique Ayúcar Alberdi,Ivica Barbarić,Joseba Aguirre López,José Manuel Freire Chapela,Gavril Pele Balint,Eduardo Vélez Díez,Alejandro Rodríguez López,Narciso Manuel Rodríguez de Armas,Ángel Ándres Lozano Zorita,José Crespí Fernández,Javier Bengoetxea Iparraguirre
0,1991,Osasuna,Real Burgos,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Pedro Luis Tamayo Tornadijo,Enrique Ayúcar Alberdi,Ivica Barbarić,Joseba Aguirre López,José Manuel Freire Chapela,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Gavril Pele Balint,Javier Bengoetxea Iparraguirre,Ángel Ándres Lozano Zorita,José Emilio Blanco Cabezón
