WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,,,,,
1,1977,Xerez,Constancia,4-1,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Antonio Ballesteros Morales,Pedro Jiménez Serrano,José Carbonell Calatayud,Rafael López Choquet de Isla,José Ravelo Rodríguez,Juan Garrido Valencia,Diego Garrido Valencia,,,,,,,,,
0,1977,Gerona,Xerez,4-1,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Antonio Ballesteros Morales,Juan Antonio González Sarmiento,Pedro Jiménez Serrano,José Carbonell Calatayud,José Ravelo Rodríguez,Diego Garrido Valencia,Rafael López Choquet de Isla,,,,,,,,,
1,1977,Xerez,San Andrés,1-0,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Antonio Ballesteros Morales,Pedro Jiménez Serrano,José Carbonell Calatayud,Rafael López Choquet de Isla,José Ravelo Rodríguez,Juan Garrido Valencia,Diego Garrido Valencia,,,,,,,,,
0,1977,Constancia,Xerez,1-1,José Antonio Ramírez Ortega,Manuel Ruiz Reyes,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Moscoso Cordero,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Antonio Ballesteros Morales,Rafael López Choquet de Isla,Juan Garrido Valencia,José Ravelo Rodríguez,José Carbonell Calatayud,Diego Garrido Valencia,,,,,,,,,
0,1977,Lérida,Xerez,1-0,José Antonio Ramírez Ortega,Salvador Amarillo Sánchez,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Manuel Moscoso Cordero,Felipe Rodríguez Gutiérrez,Antonio Ballesteros Morales,Rafael López Choquet de Isla,Juan Garrido Valencia,José Ravelo Rodríguez,,,,,,,,,,,
1,1977,Xerez,Algeciras,2-1,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Antonio Ballesteros Morales,Pedro Jiménez Serrano,Juan Garrido Valencia,Rafael López Choquet de Isla,José Ravelo Rodríguez,José Carbonell Calatayud,Diego Garrido Valencia,,,,,,,,,
0,1977,Xerez,Badajoz,0-0,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Manuel Ruiz Reyes,Agustín Piñero Narbona,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Antonio Ballesteros Morales,Pedro Jiménez Serrano,Juan Garrido Valencia,Rafael López Choquet de Isla,José Ravelo Rodríguez,Diego Garrido Valencia,José Carbonell Calatayud,,,,,,,,,
0,1977,Racing Portuense,Xerez,1-0,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Salvador Amarillo Sánchez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Manuel Moscoso Cordero,Felipe Rodríguez Gutiérrez,Antonio Ballesteros Morales,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,José Ravelo Rodríguez,José Carbonell Calatayud,Diego Garrido Valencia,,,,,,,,,
1,1977,Xerez,Mallorca,3-1,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Salvador Amarillo Sánchez,Manuel Moscoso Cordero,Diego Garrido Valencia,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,José Carbonell Calatayud,Elidio Cortés Carballo,José Ravelo Rodríguez,Juan Garrido Valencia,Felipe Rodríguez Gutiérrez,,,,,,,,,
1,1977,Vinaroz,Xerez,1-2,José Antonio Ramírez Ortega,Salvador Amarillo Sánchez,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Manuel Moscoso Cordero,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,Elidio Cortés Carballo,José Ravelo Rodríguez,Juan Garrido Valencia,,,,,,,,,,
0,1977,Real Sociedad,Xerez,1-1,José Antonio Ramírez Ortega,Salvador Amarillo Sánchez,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Manuel Moscoso Cordero,Juan Antonio González Sarmiento,Felipe Rodríguez Gutiérrez,Rafael López Choquet de Isla,Elidio Cortés Carballo,José Ravelo Rodríguez,Diego Garrido Valencia,Juan Garrido Valencia,José Carbonell Calatayud,Carlos Manuel García Cuervo,,,,,,,
1,1977,Xerez,Onteniente,4-1,José Antonio Ramírez Ortega,Salvador Amarillo Sánchez,José Carlos Trasante Martínez,Manuel Ruiz Reyes,Agustín Piñero Narbona,Manuel Moscoso Cordero,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,Juan Garrido Valencia,Elidio Cortés Carballo,José Ravelo Rodríguez,Diego Garrido Valencia,José Carbonell Calatayud,,,,,,,,,
0,1977,AD Ceuta,Xerez,1-0,José Antonio Ramírez Ortega,Salvador Amarillo Sánchez,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Manuel Moscoso Cordero,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,Elidio Cortés Carballo,José Ravelo Rodríguez,Diego Garrido Valencia,Juan Garrido Valencia,,,,,,,,,
0,1977,Xerez,Real Sociedad,2-2,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Manuel Ruiz Reyes,Agustín Piñero Narbona,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,Juan Garrido Valencia,Elidio Cortés Carballo,José Ravelo Rodríguez,Manuel García Perdigones,Diego Garrido Valencia,Carlos Manuel García Cuervo,José Carbonell Calatayud,,,,,,,
1,1977,Xerez,Linares CF,4-1,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Manuel Ruiz Reyes,Agustín Piñero Narbona,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,Juan Garrido Valencia,Elidio Cortés Carballo,José Ravelo Rodríguez,Diego Garrido Valencia,,,,,,,,,,
0,1977,Barcelona Atlético,Xerez,2-1,José Antonio Ramírez Ortega,Salvador Amarillo Sánchez,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Manuel Moscoso Cordero,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,Elidio Cortés Carballo,José Ravelo Rodríguez,Juan Garrido Valencia,Diego Garrido Valencia,,,,,,,,,
0,1977,Xerez,Sevilla Atlético,1-1,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Manuel García Perdigones,Manuel Ruiz Reyes,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,Juan Garrido Valencia,Elidio Cortés Carballo,José Ravelo Rodríguez,Manuel Moscoso Cordero,Diego Garrido Valencia,,,,,,,,,
0,1977,AD Almería,Xerez,1-0,José Antonio Ramírez Ortega,Salvador Amarillo Sánchez,Manuel Ruiz Reyes,José Carlos Trasante Martínez,Agustín Piñero Narbona,Mariano González Bejarano,Manuel Moscoso Cordero,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Elidio Cortés Carballo,José Ravelo Rodríguez,Juan Garrido Valencia,Rafael López Choquet de Isla,,,,,,,,,
1,1977,Xerez,Díter Zafra,2-1,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Manuel Moscoso Cordero,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,José Carbonell Calatayud,Elidio Cortés Carballo,José Ravelo Rodríguez,Juan Garrido Valencia,Diego Garrido Valencia,,,,,,,,,
0,1977,Eldense,Xerez,2-2,Carlos Manuel García Cuervo,Salvador Amarillo Sánchez,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Manuel Moscoso Cordero,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,José Carbonell Calatayud,Elidio Cortés Carballo,Juan Garrido Valencia,,,,,,,,,,
1,1977,Xerez,Atlético Baleares,2-0,Carlos Manuel García Cuervo,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Manuel Moscoso Cordero,Felipe Rodríguez Gutiérrez,Diego Garrido Valencia,Rafael López Choquet de Isla,Juan Garrido Valencia,José Carbonell Calatayud,Elidio Cortés Carballo,Juan Antonio González Sarmiento,Antonio Ballesteros Morales,,,,,,,,,
1,1977,Xerez,Levante,3-1,Carlos Manuel García Cuervo,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Manuel Moscoso Cordero,Juan Antonio González Sarmiento,Felipe Rodríguez Gutiérrez,Diego Garrido Valencia,Rafael López Choquet de Isla,Elidio Cortés Carballo,José Ravelo Rodríguez,Juan Garrido Valencia,Pedro Martín Pajuelo,,,,,,,,,
0,1977,Olímpico,Xerez,5-1,Carlos Manuel García Cuervo,Salvador Amarillo Sánchez,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Manuel Moscoso Cordero,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,Elidio Cortés Carballo,José Ravelo Rodríguez,Diego Garrido Valencia,Juan Garrido Valencia,,,,,,,,,
1,1977,Xerez,Gerona,3-1,Carlos Manuel García Cuervo,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Moscoso Cordero,Mariano González Bejarano,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Diego Garrido Valencia,Rafael López Choquet de Isla,Elidio Cortés Carballo,José Ravelo Rodríguez,Juan Ramón Pedrero González,Juan Garrido Valencia,,,,,,,,,
0,1977,San Andrés,Xerez,1-0,Carlos Manuel García Cuervo,José Carlos Trasante Martínez,Agustín Piñero Narbona,Salvador Amarillo Sánchez,Mariano González Bejarano,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Diego Garrido Valencia,Rafael López Choquet de Isla,Elidio Cortés Carballo,José Ravelo Rodríguez,Juan Garrido Valencia,José Carbonell Calatayud,,,,,,,,,
1,1977,Xerez,Lérida,2-1,Carlos Manuel García Cuervo,José Carlos Trasante Martínez,Manuel Moscoso Cordero,Agustín Piñero Narbona,Mariano González Bejarano,Juan Antonio González Sarmiento,Diego Garrido Valencia,Rafael López Choquet de Isla,José Carbonell Calatayud,Elidio Cortés Carballo,José Ravelo Rodríguez,Salvador Amarillo Sánchez,Juan Garrido Valencia,,,,,,,,,
0,1977,Algeciras,Xerez,3-3,José Antonio Ramírez Ortega,Salvador Amarillo Sánchez,Manuel García Perdigones,José Carlos Trasante Martínez,Agustín Piñero Narbona,Mariano González Bejarano,Manuel Moscoso Cordero,Antonio Ballesteros Morales,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,Elidio Cortés Carballo,Diego Garrido Valencia,,,,,,,,,,
0,1977,Badajoz,Xerez,1-1,José Antonio Ramírez Ortega,Salvador Amarillo Sánchez,Manuel García Perdigones,José Carlos Trasante Martínez,Agustín Piñero Narbona,Mariano González Bejarano,Manuel Moscoso Cordero,Antonio Ballesteros Morales,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,Elidio Cortés Carballo,Felipe Rodríguez Gutiérrez,Diego Garrido Valencia,,,,,,,,,
0,1977,Xerez,Racing Portuense,1-2,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Moscoso Cordero,Mariano González Bejarano,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Antonio Ballesteros Morales,Diego Garrido Valencia,Rafael López Choquet de Isla,Elidio Cortés Carballo,Juan Garrido Valencia,José Carbonell Calatayud,,,,,,,,,
0,1977,Mallorca,Xerez,0-0,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Manuel García Perdigones,Agustín Piñero Narbona,Manuel Ruiz Reyes,Salvador Amarillo Sánchez,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,José Carbonell Calatayud,Elidio Cortés Carballo,José Ravelo Rodríguez,Diego Garrido Valencia,,,,,,,,,,
1,1977,Xerez,Vinaroz,3-0,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Diego Garrido Valencia,Rafael López Choquet de Isla,Elidio Cortés Carballo,José Carbonell Calatayud,Juan Garrido Valencia,Pedro Martín Pajuelo,,,,,,,,,
0,1977,Onteniente,Xerez,2-0,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Diego Garrido Valencia,Antonio Ballesteros Morales,Rafael López Choquet de Isla,José Carbonell Calatayud,Juan Garrido Valencia,Pedro Jiménez Serrano,,,,,,,,,
1,1977,Xerez,AD Ceuta,4-0,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Diego Garrido Valencia,Antonio Ballesteros Morales,Rafael López Choquet de Isla,José Carbonell Calatayud,Pedro Martín Pajuelo,Juan Garrido Valencia,,,,,,,,,
0,1977,Linares CF,Xerez,1-0,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Antonio Ballesteros Morales,Diego Garrido Valencia,Juan Ramón Pedrero González,Rafael López Choquet de Isla,Antonio Guevara Álvarez,Juan Garrido Valencia,,,,,,,,,
0,1977,Xerez,Barcelona Atlético,0-2,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Diego Garrido Valencia,Antonio Ballesteros Morales,Rafael López Choquet de Isla,José Carbonell Calatayud,Antonio Guevara Álvarez,Juan Garrido Valencia,,,,,,,,,
0,1977,Sevilla Atlético,Xerez,3-3,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Manuel Ruiz Reyes,Agustín Piñero Narbona,Salvador Amarillo Sánchez,Juan Antonio González Sarmiento,Diego Garrido Valencia,Álvaro Fuente Ochoa,Rafael López Choquet de Isla,Juan Garrido Valencia,José Ravelo Rodríguez,Álvaro Pazos Benítez,,,,,,,,,,
0,1977,Xerez,AD Almería,0-1,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Manuel Ruiz Reyes,Agustín Piñero Narbona,Manuel Moscoso Cordero,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Diego Garrido Valencia,Rafael López Choquet de Isla,Elidio Cortés Carballo,José Ravelo Rodríguez,Juan Garrido Valencia,Álvaro Pazos Benítez,,,,,,,,,
0,1977,Díter Zafra,Xerez,1-0,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Manuel Ruiz Reyes,Salvador Amarillo Sánchez,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Antonio Ballesteros Morales,Rafael López Choquet de Isla,Elidio Cortés Carballo,José Ravelo Rodríguez,Juan Garrido Valencia,Álvaro Pazos Benítez,,,,,,,,,
1,1977,Xerez,Eldense,2-1,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Álvaro Pazos Benítez,Manuel Moscoso Cordero,Salvador Amarillo Sánchez,Diego Garrido Valencia,Juan Antonio González Sarmiento,Rafael López Choquet de Isla,Juan Garrido Valencia,Elidio Cortés Carballo,José Ravelo Rodríguez,Felipe Rodríguez Gutiérrez,Antonio Ballesteros Morales,,,,,,,,,
1,1977,Atlético Baleares,Xerez,0-1,José Antonio Ramírez Ortega,José Carlos Trasante Martínez,Agustín Piñero Narbona,Salvador Amarillo Sánchez,Álvaro Pazos Benítez,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Antonio Ballesteros Morales,Rafael López Choquet de Isla,Elidio Cortés Carballo,José Ravelo Rodríguez,Diego Garrido Valencia,Juan Garrido Valencia,,,,,,,,,
0,1978,AD Ceuta,Xerez,1-0,José Antonio Ramírez Ortega,Agustín Piñero Narbona,Manuel Núñez Sánchez,Manuel Ruiz Reyes,José Carlos Trasante Martínez,Antonio Ballesteros Morales,José Luis Sánchez Amezcua,Juan Antonio González Sarmiento,Felipe Rodríguez Gutiérrez,Juan Garrido Valencia,Francisco Javier Aguilera Toledo,Elidio Cortés Carballo,Pedro Martín Pajuelo,,,,,,,,,
1,1978,Xerez,San Andrés,3-0,José Antonio Ramírez Ortega,Agustín Piñero Narbona,Manuel Ruiz Reyes,José Carlos Trasante Martínez,Manuel Núñez Sánchez,José Luis Sánchez Amezcua,Juan Antonio González Sarmiento,Felipe Rodríguez Gutiérrez,Francisco Javier Aguilera Toledo,Pedro Martín Pajuelo,Ángel Lizoain Vidondo,Antonio Ballesteros Morales,Salvador Amarillo Sánchez,,,,,,,,,
0,1978,Cacereño,Xerez,1-1,José Antonio Ramírez Ortega,Manuel Núñez Sánchez,Agustín Piñero Narbona,Manuel Ruiz Reyes,José Carlos Trasante Martínez,José Luis Sánchez Amezcua,Juan Antonio González Sarmiento,Felipe Rodríguez Gutiérrez,Francisco Javier Aguilera Toledo,Juan Garrido Valencia,Rafael López Choquet de Isla,Ángel Lizoain Vidondo,Pedro Martín Pajuelo,,,,,,,,,
1,1978,Sevilla Atlético,Xerez,0-2,José Antonio Ramírez Ortega,Manuel Ruiz Reyes,Agustín Piñero Narbona,Manuel Núñez Sánchez,José Carlos Trasante Martínez,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Antonio Ballesteros Morales,José Luis Sánchez Amezcua,Francisco Javier Aguilera Toledo,Ángel Lizoain Vidondo,Salvador Amarillo Sánchez,Juan Garrido Valencia,,,,,,,,,
1,1978,Xerez,Díter Zafra,4-3,José Antonio Ramírez Ortega,Manuel Núñez Sánchez,Agustín Piñero Narbona,Salvador Amarillo Sánchez,José Carlos Trasante Martínez,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,José Luis Sánchez Amezcua,Francisco Javier Aguilera Toledo,Pedro Martín Pajuelo,Rafael López Choquet de Isla,Antonio Ballesteros Morales,Juan Garrido Valencia,,,,,,,,,
1,1978,Xerez,Sevilla Atlético,5-1,José Antonio Ramírez Ortega,Manuel Moscoso Cordero,Agustín Piñero Narbona,Salvador Amarillo Sánchez,José Carlos Trasante Martínez,José Luis Sánchez Amezcua,Juan Antonio González Sarmiento,Felipe Rodríguez Gutiérrez,Francisco Javier Aguilera Toledo,Pedro Martín Pajuelo,Rafael López Choquet de Isla,Álvaro Fuente Ochoa,Diego Garrido Valencia,,,,,,,,,
0,1978,Olímpico,Xerez,0-0,José Antonio Ramírez Ortega,Manuel Ruiz Reyes,Agustín Piñero Narbona,Manuel Núñez Sánchez,José Carlos Trasante Martínez,José Luis Sánchez Amezcua,Juan Antonio González Sarmiento,Antonio Ballesteros Morales,Felipe Rodríguez Gutiérrez,Rafael López Choquet de Isla,Ángel Lizoain Vidondo,Manuel Moscoso Cordero,Pedro Martín Pajuelo,,,,,,,,,
1,1978,Xerez,Sevilla Atlético,6-2,José Antonio Ramírez Ortega,Manuel Ruiz Reyes,Agustín Piñero Narbona,Manuel Núñez Sánchez,José Carlos Trasante Martínez,José Luis Sánchez Amezcua,Juan Antonio González Sarmiento,Felipe Rodríguez Gutiérrez,Rafael López Choquet de Isla,Pedro Martín Pajuelo,Ángel Lizoain Vidondo,Juan Garrido Valencia,Diego Garrido Valencia,,,,,,,,,
0,1978,Onteniente,Xerez,2-0,José Antonio Ramírez Ortega,Salvador Amarillo Sánchez,Manuel Ruiz Reyes,Agustín Piñero Narbona,Manuel Núñez Sánchez,José Carlos Trasante Martínez,Antonio Ballesteros Morales,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,Juan Garrido Valencia,Pedro Martín Pajuelo,Elidio Cortés Carballo,Rafael López Choquet de Isla,,,,,,,,,
0,1978,Xerez,Betis,1-1,José Antonio Ramírez Ortega,Salvador Amarillo Sánchez,Agustín Piñero Narbona,Manuel Moscoso Cordero,Diego Garrido Valencia,José Luis Sánchez Amezcua,Álvaro Fuente Ochoa,Elidio Cortés Carballo,Rafael López Choquet de Isla,Ángel Lizoain Vidondo,Juan Garrido Valencia,Álvaro Pazos Benítez,Juan Antonio González Sarmiento,,,,,,,,,
0,1978,Xerez,Levante,0-2,José Antonio Ramírez Ortega,Al-Lal Mohamed Amar,Manuel Ruiz Reyes,Manuel Núñez Sánchez,José Carlos Trasante Martínez,Juan Antonio González Sarmiento,Felipe Rodríguez Gutiérrez,José Luis Sánchez Amezcua,Rafael López Choquet de Isla,Pedro Martín Pajuelo,Ángel Lizoain Vidondo,Salvador Amarillo Sánchez,Diego Garrido Valencia,,,,,,,,,
0,1978,Córdoba,Xerez,2-2,José Antonio Ramírez Ortega,Manuel Ruiz Reyes,Al-Lal Mohamed Amar,Manuel Moscoso Cordero,José Carlos Trasante Martínez,José Luis Sánchez Amezcua,Juan Antonio González Sarmiento,Antonio Ballesteros Morales,Felipe Rodríguez Gutiérrez,Elidio Cortés Carballo,Rafael López Choquet de Isla,Diego Garrido Valencia,Juan Garrido Valencia,,,,,,,,,
1,1978,Xerez,Gerona,3-1,José Antonio Ramírez Ortega,Manuel Ruiz Reyes,Al-Lal Mohamed Amar,Manuel Moscoso Cordero,José Carlos Trasante Martínez,José Luis Sánchez Amezcua,Juan Antonio González Sarmiento,Felipe Rodríguez Gutiérrez,Elidio Cortés Carballo,Rafael López Choquet de Isla,Ángel Lizoain Vidondo,Diego Garrido Valencia,Agustín Piñero Narbona,,,,,,,,,
0,1978,Barcelona Atlético,Xerez,2-1,José Antonio Ramírez Ortega,Manuel Ruiz Reyes,Al-Lal Mohamed Amar,Manuel Moscoso Cordero,José Carlos Trasante Martínez,José Luis Sánchez Amezcua,Juan Antonio González Sarmiento,Felipe Rodríguez Gutiérrez,Elidio Cortés Carballo,Juan Garrido Valencia,Rafael López Choquet de Isla,Antonio Ballesteros Morales,Diego Garrido Valencia,,,,,,,,,
