WinOrLost;year;team1;team2;score;players;;;;;;;;;;;;;;;;;
1;1977;Mirandés;Cultural Leonesa;2-1;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;Andoni Arriola Loyola;Guillermo de Haro López;José Usle Expósito;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Benito Alonso Frechilla;Isaac Iruarrizaga Puerta;Enrique Mata García;Francisco Sanz Tudanca;Federico Javier Sada Velasco;;;;;;
0;1977;Sestao;Mirandés;3-2;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;José Usle Expósito;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Benito Alonso Frechilla;Isaac Iruarrizaga Puerta;Enrique Mata García;Francisco Sanz Tudanca;Federico Javier Sada Velasco;;;;;;
1;1977;Mirandés;Español San Vicente;1-0;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Benito Alonso Frechilla;Enrique Mata García;Francisco Sanz Tudanca;Federico Javier Sada Velasco;Isaac Iruarrizaga Puerta;Carlos Braceras Gorostiza;Fernando Juaristi Tapia;;;;;
1;1977;Mirandés;Tudelano;2-0;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Benito Alonso Frechilla;Isaac Iruarrizaga Puerta;Enrique Mata García;Francisco Sanz Tudanca;Fernando Juaristi Tapia;Carlos Braceras Gorostiza;;;;;
0;1977;Basconia;Mirandés;2-1;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;José Usle Expósito;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Benito Alonso Frechilla;Isaac Iruarrizaga Puerta;Enrique Mata García;Francisco Sanz Tudanca;;;;;;;
1;1977;Mirandés;Orense;2-1;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Benito Alonso Frechilla;Isaac Iruarrizaga Puerta;Enrique Mata García;Francisco Sanz Tudanca;Carlos Braceras Gorostiza;Fernando Juaristi Tapia;;;;;
1;1977;Bilbao Athletic;Mirandés;0-1;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;Fernando Juaristi Tapia;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Benito Alonso Frechilla;Isaac Iruarrizaga Puerta;Enrique Mata García;Francisco Sanz Tudanca;Carlos Braceras Gorostiza;;;;;;
1;1977;Mirandés;Real Unión;1-0;José Muñoz Sarasola;Fernando Juaristi Tapia;Carlos Braceras Gorostiza;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Benito Alonso Frechilla;Isaac Iruarrizaga Puerta;Enrique Mata García;Francisco Sanz Tudanca;Federico Javier Sada Velasco;;;;;;
0;1977;Valencia;Mirandés;2-0;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;José Usle Expósito;Fernando Juaristi Tapia;Carlos Braceras Gorostiza;Guillermo de Haro López;Lucas Eciolaza Goiburu;Benito Alonso Frechilla;Isaac Iruarrizaga Puerta;Enrique Mata García;Federico Javier Sada Velasco;Carlos Delcourt Corral;José Bernal Sánchez;;;;;
1;1977;Mirandés;Compostela;2-1;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;Fernando Juaristi Tapia;José Usle Expósito;Carlos Braceras Gorostiza;Lucas Eciolaza Goiburu;Carlos Delcourt Corral;Carmelo Andueza San Martín;Benito Alonso Frechilla;Enrique Mata García;Federico Javier Sada Velasco;José Bernal Sánchez;;;;;;
0;1977;Mirandés;Valencia;2-4;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;Fernando Juaristi Tapia;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Benito Alonso Frechilla;Enrique Mata García;Isaac Iruarrizaga Puerta;Federico Javier Sada Velasco;Carlos Braceras Gorostiza;;;;;
0;1977;Torrejón;Mirandés;2-1;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;José Usle Expósito;Fernando Juaristi Tapia;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Isaac Iruarrizaga Puerta;Enrique Mata García;Federico Javier Sada Velasco;Benito Alonso Frechilla;;;;;;
0;1977;Pegaso;Mirandés;1-1;José Muñoz Sarasola;Antonio Salazar Salazar;Ángel Sabino Álava Dorronsoro;José Usle Expósito;Carlos Braceras Gorostiza;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Isaac Iruarrizaga Puerta;Enrique Mata García;José Bernal Sánchez;Pablo María Esandi Indurain;;;;;
1;1977;Mirandés;Langreo;2-0;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Miguel María Gómez de Segura Bengoechea;Carmelo Andueza San Martín;Benito Alonso Frechilla;Isaac Iruarrizaga Puerta;Enrique Mata García;Federico Javier Sada Velasco;Carlos Braceras Gorostiza;;;;;
0;1977;Caudal;Mirandés;0-0;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;José Usle Expósito;Fernando Juaristi Tapia;Andoni Arriola Loyola;Guillermo de Haro López;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Miguel María Gómez de Segura Bengoechea;Isaac Iruarrizaga Puerta;Enrique Mata García;Carlos Braceras Gorostiza;Benito Alonso Frechilla;;;;;
1;1977;Mirandés;Atlético Madrileño;2-0;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Miguel María Gómez de Segura Bengoechea;Carmelo Andueza San Martín;Benito Alonso Frechilla;Enrique Mata García;Fernando Juaristi Tapia;;;;;;
0;1977;Castilla;Mirandés;2-1;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;José Usle Expósito;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Miguel Ángel Portugal Vicario;Carmelo Andueza San Martín;Isaac Iruarrizaga Puerta;Enrique Mata García;Francisco Javier Andrés Pérez;Fernando Juaristi Tapia;;;;;;
0;1977;Mirandés;Racing de Ferrol;0-1;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;Andoni Arriola Loyola;Fernando Juaristi Tapia;Guillermo de Haro López;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Miguel María Gómez de Segura Bengoechea;Carmelo Andueza San Martín;Francisco Javier Andrés Pérez;Enrique Mata García;Carlos Braceras Gorostiza;Benito Alonso Frechilla;;;;;
0;1977;Pontevedra;Mirandés;1-0;José Muñoz Sarasola;Fernando Juaristi Tapia;Carlos Braceras Gorostiza;José Usle Expósito;Guillermo de Haro López;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Francisco Javier Andrés Pérez;Enrique Mata García;Francisco Sanz Tudanca;Isaac Iruarrizaga Puerta;Antonio Salazar Salazar;Benito Alonso Frechilla;;;;;
0;1977;Mirandés;Huesca;0-0;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;José Usle Expósito;Carlos Braceras Gorostiza;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Francisco Javier Andrés Pérez;Enrique Mata García;Francisco Sanz Tudanca;Isaac Iruarrizaga Puerta;Miguel María Gómez de Segura Bengoechea;Antonio Salazar Salazar;;;;;
0;1977;Ensidesa;Mirandés;1-1;José Muñoz Sarasola;Carlos Braceras Gorostiza;Andoni Arriola Loyola;José Usle Expósito;Ángel Sabino Álava Dorronsoro;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Isaac Iruarrizaga Puerta;Francisco Sanz Tudanca;Enrique Mata García;Benito Alonso Frechilla;;;;;;
1;1977;Mirandés;Palencia CF;3-2;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Benito Alonso Frechilla;Enrique Mata García;Francisco Sanz Tudanca;Carlos Braceras Gorostiza;;;;;;
0;1977;Cultural Leonesa;Mirandés;3-0;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;José Usle Expósito;Carlos Braceras Gorostiza;Andoni Arriola Loyola;Guillermo de Haro López;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Isaac Iruarrizaga Puerta;Enrique Mata García;Francisco Sanz Tudanca;Francisco Javier Andrés Pérez;Benito Alonso Frechilla;;;;;
1;1977;Mirandés;Sestao;4-1;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;Andoni Arriola Loyola;José Usle Expósito;Antonio Salazar Salazar;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Benito Alonso Frechilla;Enrique Mata García;Francisco Sanz Tudanca;Francisco Javier Andrés Pérez;Carlos Braceras Gorostiza;;;;;
0;1977;Tudelano;Mirandés;1-1;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;José Usle Expósito;Andoni Arriola Loyola;Antonio Salazar Salazar;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Benito Alonso Frechilla;Enrique Mata García;Francisco Sanz Tudanca;Carlos Braceras Gorostiza;;;;;;
1;1977;Mirandés;Basconia;5-2;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;Andoni Arriola Loyola;José Usle Expósito;Antonio Salazar Salazar;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Benito Alonso Frechilla;Enrique Mata García;Francisco Sanz Tudanca;Federico Javier Sada Velasco;Isaac Iruarrizaga Puerta;;;;;
0;1977;Orense;Mirandés;3-0;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;José Usle Expósito;Andoni Arriola Loyola;Guillermo de Haro López;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Isaac Iruarrizaga Puerta;Enrique Mata García;Francisco Sanz Tudanca;Antonio Salazar Salazar;Miguel María Gómez de Segura Bengoechea;;;;;
1;1977;Mirandés;Bilbao Athletic;6-2;José Muñoz Sarasola;Ángel Sabino Álava Dorronsoro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Miguel María Gómez de Segura Bengoechea;Carmelo Andueza San Martín;Isaac Iruarrizaga Puerta;Enrique Mata García;Antonio Salazar Salazar;Francisco Javier Andrés Pérez;;;;;
0;1977;Real Unión;Mirandés;3-1;José Muñoz Sarasola;José Usle Expósito;Ángel Sabino Álava Dorronsoro;Andoni Arriola Loyola;Guillermo de Haro López;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Miguel María Gómez de Segura Bengoechea;Carmelo Andueza San Martín;Isaac Iruarrizaga Puerta;Enrique Mata García;Carlos Braceras Gorostiza;;;;;;
0;1977;Compostela;Mirandés;3-1;Alberto Gómez Barahona;Antonio Salazar Salazar;José Usle Expósito;Ángel Sabino Álava Dorronsoro;Carlos Braceras Gorostiza;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Miguel María Gómez de Segura Bengoechea;Miguel Ángel Portugal Vicario;Enrique Mata García;Juan Carlos Merino Carracedo;Benito Alonso Frechilla;;;;;
1;1977;Mirandés;Torrejón;3-1;José Muñoz Sarasola;Carlos Braceras Gorostiza;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Miguel Ángel Portugal Vicario;Lucas Eciolaza Goiburu;Miguel María Gómez de Segura Bengoechea;Carmelo Andueza San Martín;Benito Alonso Frechilla;Enrique Mata García;Antonio Salazar Salazar;Francisco Sanz Tudanca;;;;;
1;1978;Mirandés;Bilbao Athletic;2-1;José Muñoz Sarasola;José Manuel Blach Quinteiro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Luis María Recalde Garro;Francisco Javier Andrés Pérez;Enrique Mata García;Rafael Ventosa Fernández;Antonio Salazar Salazar;José María Lecumberri Gárriz;;;;;
0;1978;Sestao;Mirandés;1-1;José Muñoz Sarasola;Antonio Salazar Salazar;José María Lecumberri Gárriz;José Manuel Blach Quinteiro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Enrique Mata García;Rafael Ventosa Fernández;Enrique de la Viuda Martínez;;;;;;
1;1978;Mirandés;Lugo;1-0;José Muñoz Sarasola;José María Lecumberri Gárriz;José Manuel Blach Quinteiro;Andoni Arriola Loyola;José Usle Expósito;Antonio Salazar Salazar;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Francisco Javier Andrés Pérez;Enrique Mata García;José Luis Urrecho Pinedo;Lorenzo Grandmontagne Robledo;Enrique de la Viuda Martínez;;;;;
0;1978;Pontevedra;Mirandés;3-0;José Muñoz Sarasola;José María Lecumberri Gárriz;José Usle Expósito;José Manuel Blach Quinteiro;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Rafael Ventosa Fernández;Francisco Javier Andrés Pérez;Enrique Mata García;José Luis Urrecho Pinedo;;;;;;;
1;1978;Mirandés;Orense;1-0;José Muñoz Sarasola;José María Lecumberri Gárriz;José Manuel Blach Quinteiro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Francisco Javier Andrés Pérez;Enrique Mata García;José Luis Urrecho Pinedo;Luis María Recalde Garro;Antonio Salazar Salazar;;;;;
1;1978;Pegaso;Mirandés;0-1;José Muñoz Sarasola;José María Lecumberri Gárriz;José Manuel Blach Quinteiro;José Usle Expósito;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Francisco Javier Andrés Pérez;Enrique Mata García;José Luis Urrecho Pinedo;Luis María Recalde Garro;;;;;;
1;1978;Mirandés;Oviedo;2-1;José Muñoz Sarasola;José María Lecumberri Gárriz;José Manuel Blach Quinteiro;José Usle Expósito;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Francisco Javier Andrés Pérez;Enrique Mata García;José Luis Urrecho Pinedo;Enrique de la Viuda Martínez;Rafael Ventosa Fernández;;;;;
1;1978;Atlético Madrileño;Mirandés;1-3;José Muñoz Sarasola;José María Lecumberri Gárriz;Andoni Arriola Loyola;José Manuel Blach Quinteiro;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Francisco Javier Andrés Pérez;José Luis Urrecho Pinedo;Enrique Mata García;Rafael Ventosa Fernández;Enrique de la Viuda Martínez;;;;;
1;1978;Mirandés;Palencia CF;2-0;José Muñoz Sarasola;José María Lecumberri Gárriz;José Manuel Blach Quinteiro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Carmelo Andueza San Martín;Francisco Javier Andrés Pérez;Rafael Ventosa Fernández;Enrique Mata García;José Luis Urrecho Pinedo;Enrique de la Viuda Martínez;Lucas Eciolaza Goiburu;;;;;
0;1978;Ensidesa;Mirandés;1-0;José Muñoz Sarasola;José María Lecumberri Gárriz;José Manuel Blach Quinteiro;José Usle Expósito;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Francisco Javier Andrés Pérez;Enrique Mata García;José Luis Urrecho Pinedo;Enrique de la Viuda Martínez;;;;;;
1;1978;Mirandés;Real Unión;3-0;José Muñoz Sarasola;José Manuel Blach Quinteiro;José Usle Expósito;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Rafael Ventosa Fernández;Francisco Javier Andrés Pérez;Enrique Mata García;José Luis Urrecho Pinedo;Enrique de la Viuda Martínez;Luis María Recalde Garro;;;;;
0;1978;Cultural Leonesa;Mirandés;2-0;José Muñoz Sarasola;José Manuel Blach Quinteiro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Luis María Recalde Garro;Francisco Javier Andrés Pérez;Enrique Mata García;José Luis Urrecho Pinedo;Rafael Ventosa Fernández;Enrique de la Viuda Martínez;;;;;
0;1978;Torrejón;Mirandés;3-1;José Muñoz Sarasola;Andoni Arriola Loyola;José Manuel Blach Quinteiro;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Rafael Ventosa Fernández;José Luis Urrecho Pinedo;Francisco Javier Andrés Pérez;Enrique Mata García;Antonio Salazar Salazar;;;;;;
1;1978;Mirandés;Caudal;4-1;José Muñoz Sarasola;José María Lecumberri Gárriz;José Manuel Blach Quinteiro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Carmelo Andueza San Martín;Lucas Eciolaza Goiburu;Rafael Ventosa Fernández;José Luis Urrecho Pinedo;Francisco Javier Andrés Pérez;Enrique Mata García;Luis María Recalde Garro;;;;;
0;1978;Logroñés;Mirandés;0-0;José Muñoz Sarasola;José María Lecumberri Gárriz;José Manuel Blach Quinteiro;José Usle Expósito;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Francisco Javier Andrés Pérez;Enrique Mata García;José Luis Urrecho Pinedo;Enrique de la Viuda Martínez;Rafael Ventosa Fernández;;;;;
1;1978;Mirandés;Zamora;1-0;José Muñoz Sarasola;José María Lecumberri Gárriz;Andoni Arriola Loyola;José Manuel Blach Quinteiro;José Usle Expósito;Antonio Salazar Salazar;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Francisco Javier Andrés Pérez;Rafael Ventosa Fernández;Enrique Mata García;Luis María Recalde Garro;Enrique de la Viuda Martínez;;;;;
0;1978;Huesca;Mirandés;3-0;José Muñoz Sarasola;José María Lecumberri Gárriz;José Manuel Blach Quinteiro;José Usle Expósito;Andoni Arriola Loyola;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Alberto Salazar Alexandre;Francisco Javier Andrés Pérez;Enrique Mata García;Rafael Ventosa Fernández;Luis María Recalde Garro;;;;;;
0;1978;Mirandés;Tenerife;1-1;José Muñoz Sarasola;José María Lecumberri Gárriz;Andoni Arriola Loyola;José Manuel Blach Quinteiro;José Usle Expósito;Antonio Salazar Salazar;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Francisco Javier Andrés Pérez;Rafael Ventosa Fernández;Enrique Mata García;José Luis Urrecho Pinedo;;;;;;
1;1978;Langreo;Mirandés;1-2;José Muñoz Sarasola;José Manuel Blach Quinteiro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Rafael Ventosa Fernández;Francisco Sanz Tudanca;Enrique Mata García;José Luis Urrecho Pinedo;José María Lecumberri Gárriz;;;;;;
0;1978;Bilbao Athletic;Mirandés;1-0;José Muñoz Sarasola;José Manuel Blach Quinteiro;José Usle Expósito;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Francisco Javier Andrés Pérez;Francisco Sanz Tudanca;Enrique Mata García;José Luis Urrecho Pinedo;José María Lecumberri Gárriz;Rafael Ventosa Fernández;;;;;
1;1978;Mirandés;Sestao;1-0;José Muñoz Sarasola;José María Lecumberri Gárriz;Enrique de la Viuda Martínez;Andoni Arriola Loyola;José Manuel Blach Quinteiro;José Usle Expósito;Guillermo de Haro López;Carmelo Andueza San Martín;Rafael Ventosa Fernández;Francisco Sanz Tudanca;José Luis Urrecho Pinedo;Lorenzo Grandmontagne Robledo;Enrique Mata García;;;;;
1;1978;Lugo;Mirandés;0-1;José Muñoz Sarasola;José Manuel Blach Quinteiro;Andoni Arriola Loyola;Lorenzo Grandmontagne Robledo;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Rafael Ventosa Fernández;Francisco Sanz Tudanca;José Luis Urrecho Pinedo;Enrique Mata García;José María Lecumberri Gárriz;;;;;;
1;1978;Mirandés;Pontevedra;5-0;José Muñoz Sarasola;José Manuel Blach Quinteiro;Andoni Arriola Loyola;José Usle Expósito;Lorenzo Grandmontagne Robledo;Guillermo de Haro López;Carmelo Andueza San Martín;Rafael Ventosa Fernández;Francisco Sanz Tudanca;José Luis Urrecho Pinedo;Enrique Mata García;Francisco Javier Andrés Pérez;Lucas Eciolaza Goiburu;;;;;
0;1978;Orense;Mirandés;1-0;José Muñoz Sarasola;Lorenzo Grandmontagne Robledo;José Usle Expósito;José Manuel Blach Quinteiro;Andoni Arriola Loyola;Guillermo de Haro López;Lucas Eciolaza Goiburu;Rafael Ventosa Fernández;Enrique Mata García;Francisco Sanz Tudanca;José Luis Urrecho Pinedo;Francisco Javier Andrés Pérez;;;;;;
1;1978;Mirandés;Pegaso;2-0;José Muñoz Sarasola;Lorenzo Grandmontagne Robledo;José Manuel Blach Quinteiro;Andoni Arriola Loyola;José Usle Expósito;Guillermo de Haro López;Carmelo Andueza San Martín;Rafael Ventosa Fernández;Francisco Javier Andrés Pérez;Francisco Sanz Tudanca;José Luis Urrecho Pinedo;Enrique Mata García;;;;;;
0;1978;Oviedo;Mirandés;2-2;Jesús Zunzunegui Santos;José Manuel Blach Quinteiro;Andoni Arriola Loyola;Lorenzo Grandmontagne Robledo;José Usle Expósito;Guillermo de Haro López;Lucas Eciolaza Goiburu;Carmelo Andueza San Martín;Rafael Ventosa Fernández;Francisco Sanz Tudanca;José Luis Urrecho Pinedo;Francisco Javier Andrés Pérez;Enrique Mata García;;;;;
